date_calculated,date_end,slice,state,city,market,cbsa,geo_code,population,current_price,loan,equity,market_cagr,noi_cap_rate_compounded,fixed_interest_rate,operation_cashflow,market_cap_appreciation_bp,irr,npv,equity_multiple,demand_vs_supply,demand_yoy_growth,supply_yoy_growth,horizon
2025-03-31,2030-03-31,Class A,California,Fresno,"Fresno,California",23420,G2-23420,1025797.0,265281.6692,185697.16843999998,79584.50076000002,0.05397006755333811,0.041838980576642114,0.07150000000000001,-0.029661019423357894,59.412680566311025,0.12724557890613775,24164.573501584935,1.8651260817143305,0.9270575696495544,0.0062488895685246515,0.0072679512664777235,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,California,Fresno,"Fresno,California",23420,G2-23420,1025797.0,177004.526,123903.1682,53101.35780000001,0.05688641012025952,0.054389977712818706,0.07150000000000001,-0.017110022287181302,59.56325680017499,0.16559532151237089,27408.814590338,2.1346213747766014,0.9614612756401781,0.007601461018556632,0.007670399874252665,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,California,Fresno,"Fresno,California",23420,G2-23420,1025797.0,129149.4473,90404.61310999999,38744.83419000001,0.05488258427367021,0.057240941463155455,0.07150000000000001,-0.014259058536844553,59.86817181110403,0.16821564795451005,20354.21943024513,2.140625293708758,0.9614517000919734,0.0004950092622975077,-0.0002120233742526345,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Michigan,Grand Rapids,"Grand Rapids,Michigan",24340,G2-24340,1118090.0,208598.5734,146019.00137999997,62579.57202000002,0.052624954808870195,0.04686090680081563,0.07150000000000001,-0.024639093199184378,69.53470408916397,0.1370327288214357,22097.527707556124,1.9212310196469196,0.912483656200089,0.04976147628140892,0.05161200718264358,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Michigan,Grand Rapids,"Grand Rapids,Michigan",24340,G2-24340,1118090.0,150263.7832,105184.64824,45079.13496000001,0.0548687174356155,0.05700398218270726,0.07150000000000001,-0.014496017817292747,69.47882473468795,0.16762489651454326,23533.121272275966,2.13638979764919,0.9354235018242213,0.02610196024420164,0.021129069304209436,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Michigan,Grand Rapids,"Grand Rapids,Michigan",24340,G2-24340,1118090.0,113566.8168,79496.77175999999,34070.04504000001,0.05557839353778471,0.06624007822713182,0.07150000000000001,-0.005259921772868187,69.46198642253904,0.1928585448630722,22410.81688306502,2.304989896191571,0.9591078807310482,0.0018808721332408407,0.00025932492574187727,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,North Carolina,Greensboro,"Greensboro,North Carolina",24660,G2-24660,804358.5625,183094.5332,128166.17323999999,54928.359960000016,0.06066150742725451,0.048029499567608436,0.07150000000000001,-0.023470500432391572,60.16068160533905,0.15815003768651148,26659.41720488121,2.1076799330402642,0.9076419544848313,0.03536367293482634,0.02117278116894017,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,North Carolina,Greensboro,"Greensboro,North Carolina",24660,G2-24660,804358.5625,136432.6627,95502.86388999998,40929.79881000001,0.05972438726853002,0.05121630497100789,0.07150000000000001,-0.02028369502899212,60.715116560458995,0.16386922327180287,21058.555867201467,2.141060777756954,0.9130215571305714,0.018571177144520945,0.019160563567096167,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,North Carolina,Greensboro,"Greensboro,North Carolina",24660,G2-24660,804358.5625,90253.8582,63177.70074,27076.157460000002,0.05846002112464799,0.061699842779178435,0.07150000000000001,-0.009800157220821573,60.635805130005025,0.1876480080700207,17292.746494204093,2.289273522019964,0.9094584231932906,-0.003108142810143044,-0.00048761703317201643,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,South Carolina,Greenville,"Greenville,South Carolina",24860,G2-24860,1003148.0,233508.9647,163456.27529,70052.68941000002,0.05863465276559987,0.03956268554693823,0.07150000000000001,-0.03193731445306178,59.48673933744403,0.13273719672177076,23890.781249607942,1.9239752740837843,0.9303696298220285,0.018497987295275742,0.018795131916870433,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,South Carolina,Greenville,"Greenville,South Carolina",24860,G2-24860,1003148.0,178749.3954,125124.57678,53624.818620000005,0.05759783712417765,0.043391649237858224,0.07150000000000001,-0.028108350762141784,59.30677056312596,0.13947649105010074,20207.674582008804,1.9661300600690055,0.8990190766653784,0.03179102398236022,0.01976261252638012,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,South Carolina,Greenville,"Greenville,South Carolina",24860,G2-24860,1003148.0,108602.8681,76022.00767,32580.86043,0.057090197541742604,0.055807126304905565,0.07150000000000001,-0.015692873695094443,60.330554842949056,0.1694945258687739,17529.75654546374,2.162479942020165,0.9304598338626405,0.0003029877554676652,-0.0006112889172172897,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Pennsylvania,Harrisburg,"Harrisburg,Pennsylvania",25420,G2-25420,616790.875,200057.9202,140040.54413999998,60017.37606000001,0.0560669526013966,0.04725423695528455,0.07150000000000001,-0.024245763044715457,67.29200482368503,0.14605165646000917,24498.74149088443,1.9986780268366002,0.9412009131205893,0.05510189982616431,0.039120881054485634,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Pennsylvania,Harrisburg,"Harrisburg,Pennsylvania",25420,G2-25420,616790.875,131074.4469,91752.11283,39322.33407000001,0.054408661509141254,0.06330699973922452,0.07150000000000001,-0.00819300026077549,66.24873727560009,0.182690116996449,23623.788389641282,2.23195428469797,0.9448373775798681,0.01726343423935317,0.010715260989413666,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Pennsylvania,Harrisburg,"Harrisburg,Pennsylvania",25420,G2-25420,616790.875,103441.9735,72409.38144999999,31032.592050000007,0.05605475632141266,0.0707851949541152,0.07150000000000001,-0.0007148050458848088,67.13539361953791,0.20538683312807704,22531.75242566153,2.390607828223765,0.9624058100572908,0.0005199234322179613,-0.0002020704613695523,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Connecticut,Hartford,"Hartford,Connecticut",25540,G2-25540,1240573.0,279775.1766,195842.62362,83932.55298000001,0.05252284546354802,0.0476024234857581,0.07150000000000001,-0.02389757651424191,59.28434431552901,0.13851217416274264,30316.67491961147,1.9315006974833686,0.9308148408791933,0.05913496566141929,0.055746310696991985,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Connecticut,Hartford,"Hartford,Connecticut",25540,G2-25540,1240573.0,197898.8929,138529.22503,59369.667870000005,0.05371941323613183,0.055363432278674816,0.07150000000000001,-0.01613656772132519,59.83173847198396,0.16069012507040248,28660.08796401584,2.085380962014877,0.9459785546778329,0.022207413112913965,0.01721734312287082,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Connecticut,Hartford,"Hartford,Connecticut",25540,G2-25540,1240573.0,110844.7556,77591.32892,33253.426680000004,0.05169355420752786,0.0766993663288614,0.07150000000000001,0.005199366328861393,60.355067253112935,0.2116239484177822,24713.049306565666,2.3995142616708978,0.9568532010517783,-0.000695849207690169,0.0002251858011022012,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Hawaii,Honolulu,"Honolulu,Hawaii",46520,G2-46520,999889.25,574700.4012,402290.28083999996,172410.12036,0.04408244721727028,0.029883409844742265,0.0715,-0.04161659015525773,48.359669744967995,0.07176191791667552,235.7226718851598,1.4662919738517783,0.929169338251136,-0.006054736130824523,0.005344791578312247,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Hawaii,Honolulu,"Honolulu,Hawaii",46520,G2-46520,999889.25,421861.7498,295303.22485999996,126558.52494000003,0.045727455581035636,0.031270177201031195,0.07150000000000001,-0.04022982279896881,47.875680029391965,0.07963390535308545,5419.079016315984,1.5220879612557958,0.9502985657536238,-0.004580548549289465,0.0017816679835946925,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Hawaii,Honolulu,"Honolulu,Hawaii",46520,G2-46520,999889.25,320847.5606,224593.29242,96254.26818000001,0.04475514840959738,0.030298947009532853,0.07150000000000001,-0.041201052990467155,48.038847744465016,0.07452883665888632,1528.674194616222,1.486558021053736,0.9560397952155524,-0.0037418373064981303,-0.001374396934719635,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Texas,Houston,"Houston,Texas",26420,G2-26420,7827554.0,214020.6478,149814.45346,64206.19434000002,0.051054769321035254,0.04443168758035594,0.07150000000000001,-0.027068312419644067,58.51071327924708,0.12668591522029815,19032.989594254323,1.848710952925558,0.9160814603931073,0.024283279622610232,0.021234202269225788,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Texas,Houston,"Houston,Texas",26420,G2-26420,7827554.0,145291.672,101704.17039999999,43587.5016,0.050181017172217235,0.04847950790846685,0.07150000000000002,-0.023020492091533173,58.81328135728801,0.13486167758455836,14756.599763594299,1.8984320631672054,0.8931777081663667,0.022692065776226622,0.015101550561213983,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Texas,Houston,"Houston,Texas",26420,G2-26420,7827554.0,93107.1943,65175.036009999996,27932.158290000007,0.04828809730560857,0.05848430260637904,0.07150000000000001,-0.013015697393620969,59.102959930897036,0.15645048745246615,12500.660512128,2.026942678756588,0.8883904730484932,-0.002329919437391137,-0.0024083916123572857,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Alabama,Huntsville,"Huntsville,Alabama",26620,G2-26620,545700.3125,207410.818,145187.57259999998,62223.245400000014,0.05201324017872655,0.03518640150893359,0.07150000000000001,-0.03631359849106642,56.337676942349034,0.10548259095624335,11473.735483517346,1.7141537010334364,0.8824386449076039,0.0672340202808499,0.04948000783057105,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Alabama,Huntsville,"Huntsville,Alabama",26620,G2-26620,545700.3125,164025.2397,114817.66778999999,49207.57191000001,0.05344747876615785,0.03936270951251881,0.07150000000000001,-0.0321372904874812,56.603625416756024,0.11934388743392832,12851.538821022885,1.8131176915905831,0.8545758645639683,0.05402607123662673,0.025447837916891425,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Alabama,Huntsville,"Huntsville,Alabama",26620,G2-26620,545700.3125,88456.5838,61919.60865999999,26536.975140000002,0.0559117933444615,0.05789534081247928,0.07150000000000002,-0.01360465918752074,56.851841509342954,0.17202273674135538,14564.164517514673,2.172814138420042,0.9325706166450335,0.0004996460646773393,-0.0008202001685244653,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Indiana,Indianapolis,"Indianapolis,Indiana",26900,G2-26900,2207297.0,210529.2526,147370.47681999998,63158.775780000025,0.05390954367606504,0.04311588128236498,0.07150000000000001,-0.028384118717635028,51.204301416874,0.13022638757090021,20197.55723251133,1.8851631345645306,0.9115811901280095,0.03328634502137384,0.02961743935652117,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Indiana,Indianapolis,"Indianapolis,Indiana",26900,G2-26900,2207297.0,146860.4328,102802.30296,44058.12984000001,0.054052623764117236,0.05072756081697859,0.07150000000000002,-0.020772439183021435,50.58143287897103,0.14967982726483697,18712.84131535705,2.0149672497798647,0.9054534308468739,0.01973362595850947,0.013664749982346569,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Indiana,Indianapolis,"Indianapolis,Indiana",26900,G2-26900,2207297.0,92446.2519,64712.37633,27733.875570000004,0.05431622645117118,0.06832629387502114,0.07150000000000001,-0.003173706124978873,51.10226571559906,0.19551908647263372,18518.80369359634,2.3137052823679034,0.9268666448776611,-0.0030009960879125996,-0.0005459840768188284,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,California,Inland Empire,"Inland Empire,California",40140,G2-40140,4761565.0,431416.6871,301991.68097,129425.00613,0.06178964463270242,0.035513521729756824,0.07150000000000001,-0.035986478270243184,51.07227712869596,0.13022521403245868,43058.3109027138,1.9229277415893815,0.9299548694678041,0.04949775308456128,0.032611042638053034,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,California,Inland Empire,"Inland Empire,California",40140,G2-40140,4761565.0,290085.8412,203060.08884,87025.75236000001,0.060629129352726796,0.04421914597739131,0.07150000000000001,-0.0272808540226087,50.980560481549006,0.1488037136354048,37725.87445158909,2.043491103116569,0.9472300217902047,0.010573087851494023,0.008708970330457033,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,California,Inland Empire,"Inland Empire,California",40140,G2-40140,4761565.0,210356.6105,147249.62735,63106.983150000015,0.060324206111399103,0.04660186860655799,0.07150000000000001,-0.02489813139344202,51.472820341586996,0.15397434913956598,29109.768646691446,2.0767756220586255,0.9544894595284297,-0.00023077359142842369,-0.0003443835988277133,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Mississippi,Jackson,"Jackson,Mississippi",27140,G2-27140,562336.0,132103.8504,92472.69527999999,39631.15512000001,0.05840973825081042,0.06105278316552125,0.07150000000000001,-0.01044721683447876,59.944167733193,0.1858404417519135,24928.76209051488,2.277437413901154,0.9528231053829044,0.0072564877119569715,0.009170898838974928,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Mississippi,Jackson,"Jackson,Mississippi",27140,G2-27140,562336.0,105575.0806,73902.55642,31672.524180000008,0.05236426314180509,0.06363591203466976,0.07150000000000001,-0.007864087965330252,59.56530570983901,0.1788535351177023,18219.783114897808,2.195482866324039,0.8835251463806917,0.0032756385274808064,0.0038534116930086793,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Mississippi,Jackson,"Jackson,Mississippi",27140,G2-27140,562336.0,62701.9745,43891.38215,18810.59235,0.050299014450949864,0.0787712237940261,0.07150000000000001,0.007271223794026088,60.167908668518066,0.21427832344527298,14135.759787499956,2.4056866215437966,0.8597484860557927,-0.002538846708306175,-0.00041157923125179074,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Florida,Jacksonville,"Jacksonville,Florida",27260,G2-27260,1776151.0,237470.4787,166229.33509,71241.14361,0.056977784839105095,0.03862361930922786,0.07150000000000001,-0.032876380690772145,49.063600599765984,0.12604804087396904,21561.060977746907,1.8737492140571426,0.8880503718044119,0.06300580058051297,0.04114119061064714,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Florida,Jacksonville,"Jacksonville,Florida",27260,G2-27260,1776151.0,189059.3741,132341.56186999998,56717.81223000001,0.056693503797549116,0.04322482206397,0.07150000000000001,-0.02827517793603001,49.82527345418902,0.13699610906823545,20502.51132705815,1.944525395994196,0.8933026329186595,0.02640551707936778,0.018338957383341903,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Florida,Jacksonville,"Jacksonville,Florida",27260,G2-27260,1776151.0,118030.5202,82621.36413999999,35409.15606000001,0.05554531379412797,0.054545429787383935,0.07150000000000001,-0.016954570212616073,50.62740296125495,0.1629143454613824,17653.083845823625,2.1093946327066875,0.8887750259488946,-0.0006162068292312473,-0.00012582177744191458,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Missouri,Kansas City,"Kansas City,Missouri",28140,G2-28140,2262656.0,225314.6448,157720.25136,67594.39344000001,0.052880267990635055,0.04125090077014597,0.07150000000000001,-0.03024909922985404,59.92144346237203,0.12317595841769058,18928.575977561733,1.8329576159641832,0.9245315681190274,0.038633255090568586,0.04098457748114237,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Missouri,Kansas City,"Kansas City,Missouri",28140,G2-28140,2262656.0,164890.4606,115423.32241999998,49467.13818000001,0.05238397359176572,0.04644214420531788,0.07150000000000001,-0.02505785579468213,60.36624312400797,0.13499775202341202,16958.21686595532,1.9093229957533482,0.9072082354429238,0.03348002800885097,0.027136856982240554,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Missouri,Kansas City,"Kansas City,Missouri",28140,G2-28140,2262656.0,100090.2884,70063.20188,30027.08652000001,0.05171898547253906,0.05838139802809281,0.07150000000000001,-0.013118601971907201,61.322599649429044,0.16418935511668087,14878.972513297365,2.0947333446799883,0.9250233400808707,-0.0016233143012581719,0.000611166825504661,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Texas,Killeen,"Killeen,Texas",28660,G2-28660,511864.1875,151407.2271,105985.05896999998,45422.168130000005,0.05094629598929434,0.04940866236176143,0.0715,-0.022091337638238562,60.97242236137397,0.13929491392350268,16476.78390574418,1.9294546445244107,0.9069917760494792,0.03411854862371855,0.02557005439078308,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Texas,Killeen,"Killeen,Texas",28660,G2-28660,511864.1875,115280.979,80696.6853,34584.29370000001,0.048206448470577756,0.05372595261584056,0.07150000000000001,-0.01777404738415945,61.99449300765991,0.1438012093625325,13201.633571370883,1.9459937845010422,0.8809726110955355,0.02086568648561493,0.0106614800407423,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Texas,Killeen,"Killeen,Texas",28660,G2-28660,511864.1875,58450.6145,40915.43015,17535.184350000003,0.047010014899519614,0.07169303174952554,0.07150000000000001,0.00019303174952553515,62.79714405536596,0.18845577620701603,10673.663788486982,2.221427302930744,0.8702486157586979,-0.00016655959797973185,-0.00029278295168166935,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Tennessee,Knoxville,"Knoxville,Tennessee",28940,G2-28940,958989.625,246939.2256,172857.45792,74081.76768000002,0.05706714954094805,0.04044667218768544,0.07150000000000001,-0.03105332781231457,57.76375532150199,0.13072515836466359,24338.717923280783,1.9059927379721573,0.906632405881233,0.05427022576655882,0.047604212774952526,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Tennessee,Knoxville,"Knoxville,Tennessee",28940,G2-28940,958989.625,192096.1789,134467.32523,57628.85367000001,0.05668533930246045,0.04542671579776322,0.07150000000000001,-0.026073284202236785,58.73009562492398,0.1421733262464333,22498.202642540775,1.9810539695558704,0.909248245380391,0.040746765137997354,0.03809101502827272,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Tennessee,Knoxville,"Knoxville,Tennessee",28940,G2-28940,958989.625,105903.9994,74132.79957999999,31771.19982000001,0.058869268742916425,0.062065902486564115,0.07150000000000001,-0.009434097513435893,61.01835519075408,0.18921669777578343,20624.28656904556,2.303942302567965,0.9470628079248313,-0.001273469105901981,-0.00041231591657220346,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Florida,Lakeland,"Lakeland,Florida",29460,G2-29460,862810.4375,249559.4127,174691.58888999998,74867.82381,0.055346736923456374,0.036021439993923425,0.07150000000000001,-0.03547856000607658,58.50892513990402,0.11567073474155243,18235.97381758968,1.7965544994419698,0.8688748310092913,0.08583882633763662,0.046482933469166765,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Florida,Lakeland,"Lakeland,Florida",29460,G2-29460,862810.4375,210248.5812,147174.00684,63074.57436,0.05685824910316484,0.042247667971541836,0.07150000000000001,-0.029252332028458172,58.77237766981104,0.1346404612927139,22059.27398332322,1.9316639644593991,0.8910237724565415,0.069130181743696,0.05194797723786593,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Florida,Lakeland,"Lakeland,Florida",29460,G2-29460,862810.4375,107135.6956,74994.98692,32140.70868000001,0.057936782759936634,0.06304368861470104,0.07150000000000001,-0.008456311385298967,58.970265090465965,0.1894899186917205,20836.11062211661,2.300736002960124,0.9507748292442048,0.0013835685589438373,-0.00029589844486710426,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Pennsylvania,Lancaster,"Lancaster,Pennsylvania",29540,G2-29540,564834.625,313638.2282,219546.75974,94091.46846,0.060635650208636704,0.03598151458649101,0.07150000000000001,-0.035518485413509,65.35712629556704,0.12878332709112894,30329.822524404124,1.9063347814951028,0.930246039191391,0.13621732473730686,0.11670250441571905,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Pennsylvania,Lancaster,"Lancaster,Pennsylvania",29540,G2-29540,564834.625,194475.0571,136132.53996999998,58342.51713000002,0.05769637781341963,0.048173776732433296,0.07150000000000001,-0.023326223267566712,65.42269140481997,0.15182483361533672,25887.74491243036,2.0478872591032147,0.9618436627699298,0.0193875375285939,0.012091483805710013,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Pennsylvania,Lancaster,"Lancaster,Pennsylvania",29540,G2-29540,564834.625,146594.0739,102615.85172999998,43978.22217000001,0.05867339148759876,0.055811293379120545,0.07150000000000001,-0.015688706620879463,65.82293659448595,0.17310385032911157,24696.53883682334,2.195596384811567,0.9790271533452201,0.0010668150345334304,-8.500028456259745e-05,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Nevada,Las Vegas,"Las Vegas,Nevada",29820,G2-29820,2413912.0,302889.0031,212022.30216999998,90866.70092999999,0.05569869969469776,0.03182052872684449,0.07150000000000001,-0.03967947127315552,46.798028051852974,0.10632890462727818,17486.966839345696,1.7338207276451763,0.918468725946233,0.02740538033406148,0.02088087762345414,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Nevada,Las Vegas,"Las Vegas,Nevada",29820,G2-29820,2413912.0,223439.9206,156407.94441999999,67031.97618000003,0.05410788926141663,0.036428123969761465,0.07150000000000001,-0.03507187603023854,47.430992126464986,0.11386059111359348,15537.335705924648,1.7777803994156727,0.9145667911889389,0.014861465527149065,0.009722848103412618,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Nevada,Las Vegas,"Las Vegas,Nevada",29820,G2-29820,2413912.0,139490.4192,97643.29344,41847.12576000001,0.05350182354090105,0.04581387368396834,0.07150000000000001,-0.02568612631603167,48.172324895858004,0.1359905875989551,14656.680578270294,1.9217526800570148,0.9180151884874777,-0.001658225527566004,-0.0023495899292708122,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Pennsylvania,Lehigh Valley,"Lehigh Valley,Pennsylvania",10900,G2-10900,887660.375,247315.6586,173120.96102,74194.69758000001,0.056397608802498,0.048751644137377134,0.07150000000000001,-0.022748355862622874,66.05159491300506,0.1502447923794974,32082.604202002447,2.0304938508746098,0.9562913945450614,0.04479930138573862,0.042320448146641265,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Pennsylvania,Lehigh Valley,"Lehigh Valley,Pennsylvania",10900,G2-10900,887660.375,181291.0752,126903.75263999999,54387.32256,0.057326481850665134,0.057514178250563555,0.07150000000000001,-0.013985821749436453,66.34745746851002,0.1741037124788638,30684.252706347514,2.1958503644097314,0.9563956491889254,0.03144174008102696,0.024671574791679474,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Pennsylvania,Lehigh Valley,"Lehigh Valley,Pennsylvania",10900,G2-10900,887660.375,123708.5118,86595.95825999998,37112.55354000001,0.05700953004717757,0.07142770523584693,0.07150000000000001,-7.229476415307468e-05,66.85517728328705,0.2089644974961915,27782.449130580837,2.421144393777235,0.9715559498814236,0.0025162228662225505,0.00031051583728425314,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Kentucky,Lexington,"Lexington,Kentucky",30460,G2-30460,536323.5,176343.426,123440.3982,52903.02780000001,0.060373645125553654,0.048708179126474786,0.07150000000000001,-0.022791820873525222,61.17030978202896,0.15937055717502902,25962.500989124994,2.1129224280509185,0.9414894423067723,0.007733024875420602,0.00957510808562656,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Kentucky,Lexington,"Lexington,Kentucky",30460,G2-30460,536323.5,145483.2267,101838.25868999999,43644.96801000001,0.06057504499581423,0.0519157930324801,0.07150000000000001,-0.01958420696751991,61.046704649924955,0.16761004254737166,23430.58189723886,2.1706279620113738,0.9362596901076936,0.011150737081894846,0.00612402154469982,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Kentucky,Lexington,"Lexington,Kentucky",30460,G2-30460,536323.5,87377.0259,61163.91812999999,26213.107770000002,0.056797950314809054,0.060348074327429564,0.07150000000000001,-0.011151925672570444,61.59644573927002,0.18043626567193694,15611.864548337511,2.232083758229621,0.9144358085176123,-0.0016949882050856235,-0.0004830800451737227,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Arkansas,Little Rock,"Little Rock,Arkansas",30780,G2-30780,771015.5,132148.3711,92503.85976999998,39644.51133000001,0.05279653498273684,0.05175287682339208,0.07150000000000001,-0.019747123176607928,60.360319912433,0.14953029838926302,16684.944060593443,2.006275833744173,0.85790251177316,0.016891237526881264,0.01227995007154159,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Arkansas,Little Rock,"Little Rock,Arkansas",30780,G2-30780,771015.5,97215.2644,68050.68508,29164.579320000004,0.05282894173720609,0.059254209444741954,0.07150000000000001,-0.012245790555258054,59.970244765281954,0.1685614756960332,15236.935562083905,2.131961617261477,0.8898209923878405,0.010085060030279092,0.007827695872865581,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Arkansas,Little Rock,"Little Rock,Arkansas",30780,G2-30780,771015.5,68280.7596,47796.53172,20484.227880000006,0.052476684025447584,0.06595523370282252,0.07150000000000001,-0.005544766297177484,59.94431674480494,0.18524491654870046,12467.303287754941,2.2364367718711984,0.8922957371706084,-0.0011538935599327838,0.0,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,New York,Long Island,"Long Island,New York",35004,G2-35004,2928029.0,519075.315,363352.7205,155722.5945,0.05010975633576065,0.04147727048993494,0.07150000000000001,-0.030022729510065065,43.67526620626401,0.11691950458645195,37857.156592031824,1.7802836732582563,0.9321597471551932,0.01964490756764392,0.021892868247861852,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,New York,Long Island,"Long Island,New York",35004,G2-35004,2928029.0,359200.479,251440.33529999998,107760.14370000002,0.0521868435038948,0.04827104843600545,0.07150000000000001,-0.023228951563994557,43.216869235039034,0.13923803283849923,39323.75925670007,1.9357763025187649,0.9482595273724223,0.016790636235647582,0.015253893157416432,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,New York,Long Island,"Long Island,New York",35004,G2-35004,2928029.0,250498.6177,175349.03238999998,75149.58531000002,0.0532758484874003,0.05723965649144172,0.07150000000000001,-0.014260343508558287,44.20869052410098,0.16464599396086554,37737.06249931725,2.1075451051510252,0.9720649407880559,-0.0001793336084747743,-0.00013737818306625016,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,California,Los Angeles,"Los Angeles,California",31084,G2-31084,9767908.0,630584.0244,441408.81707999995,189175.20732000005,0.04790475511821768,0.02892421694622606,0.07150000000000001,-0.04257578305377395,49.096792936325976,0.07926329629596474,7828.581221045373,1.5265648333518085,0.9240434274815704,0.0305609113782197,0.02920520993255371,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,California,Los Angeles,"Los Angeles,California",31084,G2-31084,9767908.0,411759.2991,288231.50937,123527.78973000002,0.04812819378847433,0.03565618203411968,0.07150000000000001,-0.03584381796588033,49.153678119183006,0.09705382869880386,16787.609509369475,1.6432566630444851,0.9472865933080511,0.010182819158372158,0.008572797764399898,5 Yrs Ahead (2025-2030)
